order_id,customer_id,amount,status,country,event_ts,load_at
o-003039,c-1782,496.04,pending,BR,2026-06-06T04:12:00Z,2026-06-06
o-003040,c-1915,1783.75,completed,BR,2026-07-30T19:48:00Z,2026-07-31
o-003041,c-1398,2350.51,pending,BR,2026-06-02T14:28:00Z,2026-06-03
o-003042,c-1565,519.67,completed,BR,2026-08-13T20:43:00Z,2026-08-13
o-003043,c-1003,428.45,completed,BR,2026-08-02T17:24:00Z,2026-08-02
o-003044,c-1679,186.58,completed,BR,2026-05-24T20:34:00Z,2026-05-24
o-003045,c-1641,2117.75,completed,BR,2026-07-11T07:52:00Z,2026-07-11
o-003046,c-0523,825.73,completed,BR,2026-05-27T12:38:00Z,2026-05-27
o-003047,c-0666,1799.37,completed,BR,2026-06-10T08:39:00Z,2026-06-10
o-003048,c-0678,2120.19,pending,BR,2026-05-24T01:54:00Z,2026-05-24
o-003049,c-1055,177.46,pending,BR,2026-07-18T15:32:00Z,2026-07-19
o-003050,c-1054,2262.98,pending,BR,2026-07-06T05:17:00Z,2026-07-07
o-003051,c-0521,2292.39,cancelled,BR,2026-06-25T08:27:00Z,2026-06-25
o-003052,c-1692,1331.68,pending,BR,2026-07-08T22:04:00Z,2026-07-09
o-003053,c-1235,1550.75,completed,BR,2026-08-01T03:00:00Z,2026-08-02
o-003054,c-0494,1610.91,completed,BR,2026-07-30T14:32:00Z,2026-07-31
o-003055,c-1791,1349.47,completed,BR,2026-08-10T18:37:00Z,2026-08-11
o-003056,c-1201,1321.60,pending,BR,2026-08-19T19:03:00Z,2026-08-20
o-003057,c-0645,1205.70,completed,BR,2026-07-23T03:17:00Z,2026-07-24
o-003058,c-1395,348.14,completed,BR,2026-05-27T02:55:00Z,2026-05-28
o-003059,c-1456,635.32,completed,BR,2026-06-18T17:41:00Z,2026-06-18
o-003060,c-1214,1126.58,completed,BR,2026-06-22T18:50:00Z,2026-06-22
o-003061,c-0310,2439.59,cancelled,BR,2026-08-15T17:31:00Z,2026-08-15
o-003062,c-0803,2300.28,completed,BR,2026-08-03T06:11:00Z,2026-08-03
o-003063,c-1458,1447.29,cancelled,BR,2026-06-13T04:07:00Z,2026-06-13
o-003064,c-1672,296.85,completed,BR,2026-06-14T00:01:00Z,2026-06-14
o-003065,c-1417,1307.44,completed,BR,2026-07-10T03:02:00Z,2026-07-10
o-003066,c-1041,2103.98,completed,BR,2026-08-02T21:30:00Z,2026-08-03
o-003067,c-0250,32.95,completed,BR,2026-06-29T06:23:00Z,2026-06-30
o-003068,c-1632,236.89,completed,BR,2026-06-22T17:18:00Z,2026-06-23
o-003069,c-1331,613.70,cancelled,BR,2026-08-06T16:48:00Z,2026-08-06
o-003070,c-1611,1209.06,completed,BR,2026-08-01T20:08:00Z,2026-08-01
o-003071,c-0645,776.78,pending,BR,2026-08-06T10:53:00Z,2026-08-06
o-003072,c-0072,14.11,pending,BR,2026-05-25T14:53:00Z,2026-05-26
o-003073,c-1876,460.04,completed,BR,2026-06-27T10:47:00Z,2026-06-28
o-003074,c-0897,2086.06,completed,BR,2026-08-19T01:27:00Z,2026-08-20
o-003075,c-1992,2242.73,completed,BR,2026-06-26T02:04:00Z,2026-06-26
o-003076,c-1854,1620.03,cancelled,BR,2026-06-30T02:45:00Z,2026-06-30
o-003077,c-1442,2102.61,cancelled,BR,2026-06-20T09:00:00Z,2026-06-21
o-003078,c-1110,813.21,completed,BR,2026-08-06T08:49:00Z,2026-08-07
o-003079,c-0086,1309.37,completed,BR,2026-08-02T06:27:00Z,2026-08-03
o-003080,c-1123,509.74,completed,BR,2026-07-10T17:46:00Z,2026-07-11
o-003081,c-0327,974.09,completed,BR,2026-05-24T16:14:00Z,2026-05-25
o-003082,c-1143,1390.77,pending,BR,2026-08-03T03:30:00Z,2026-08-04
o-003083,c-1601,1537.84,completed,BR,2026-07-09T18:27:00Z,2026-07-09
o-003084,c-0744,1136.57,completed,BR,2026-07-20T12:01:00Z,2026-07-20
o-003085,c-0260,60.58,completed,BR,2026-07-17T22:48:00Z,2026-07-18
o-003086,c-0931,2123.93,completed,BR,2026-08-04T17:53:00Z,2026-08-04
o-003087,c-0779,41.66,cancelled,BR,2026-08-01T00:48:00Z,2026-08-02
o-003088,c-1914,352.30,completed,BR,2026-07-21T11:21:00Z,2026-07-22
o-003089,c-1990,2393.56,completed,BR,2026-07-20T09:45:00Z,2026-07-20
o-003090,c-1375,1871.14,completed,BR,2026-07-11T19:11:00Z,2026-07-11
o-003091,c-0198,1356.82,pending,BR,2026-08-13T17:09:00Z,2026-08-14
o-003092,c-0189,1523.34,completed,BR,2026-06-09T13:17:00Z,2026-06-09
o-003093,c-0334,356.58,cancelled,BR,2026-07-04T16:37:00Z,2026-07-04
o-003094,c-0921,138.22,completed,BR,2026-06-25T23:46:00Z,2026-06-26
o-003095,c-0546,2291.04,completed,BR,2026-08-01T11:43:00Z,2026-08-02
o-003096,c-0764,1217.84,pending,BR,2026-07-02T13:49:00Z,2026-07-02
o-003097,c-0006,2113.08,completed,BR,2026-07-08T15:53:00Z,2026-07-08
o-003098,c-1455,1438.43,cancelled,BR,2026-05-29T02:40:00Z,2026-05-30
o-003099,c-0450,2313.73,pending,BR,2026-07-14T08:03:00Z,2026-07-15
o-003100,c-0352,532.12,completed,BR,2026-07-22T05:32:00Z,2026-07-22
o-003101,c-1884,1402.18,completed,BR,2026-06-27T00:03:00Z,2026-06-27
o-003102,c-0995,1302.83,cancelled,BR,2026-07-28T05:10:00Z,2026-07-29
o-003103,c-1469,1134.30,completed,BR,2026-07-15T02:24:00Z,2026-07-16
o-003104,c-0013,1206.27,completed,BR,2026-07-06T17:41:00Z,2026-07-06
o-003105,c-0188,294.84,completed,BR,2026-05-23T19:11:00Z,2026-05-24
o-003106,c-1815,2019.12,cancelled,BR,2026-08-15T02:20:00Z,2026-08-15
o-003107,c-0876,206.77,pending,BR,2026-07-08T07:52:00Z,2026-07-09
o-003108,c-0110,2052.93,completed,BR,2026-05-28T01:29:00Z,2026-05-28
o-003109,c-1659,1078.32,completed,BR,2026-05-24T00:30:00Z,2026-05-25
o-003110,c-1856,1753.15,cancelled,BR,2026-06-03T16:36:00Z,2026-06-04
o-003111,c-1151,1779.88,completed,BR,2026-06-21T20:09:00Z,2026-06-22
o-003112,c-0847,1484.78,completed,BR,2026-07-14T11:08:00Z,2026-07-15
o-003113,c-0572,2391.59,pending,BR,2026-07-14T23:05:00Z,2026-07-14
o-003114,c-0972,509.45,completed,BR,2026-07-30T02:13:00Z,2026-07-30
o-003115,c-0073,648.25,completed,BR,2026-07-07T17:42:00Z,2026-07-08
o-003116,c-0455,1713.08,completed,BR,2026-06-29T06:56:00Z,2026-06-30
o-003117,c-0897,643.80,pending,BR,2026-06-22T10:55:00Z,2026-06-22
o-003118,c-0862,1327.20,completed,BR,2026-06-26T17:27:00Z,2026-06-26
o-003119,c-1527,1076.02,completed,BR,2026-08-01T07:45:00Z,2026-08-02
o-003120,c-1825,752.44,completed,BR,2026-06-16T17:19:00Z,2026-06-16
o-003121,c-0652,2001.50,completed,BR,2026-08-11T09:25:00Z,2026-08-11
o-003122,c-1107,123.34,completed,BR,2026-07-19T14:59:00Z,2026-07-20
o-003123,c-1444,130.05,completed,BR,2026-08-10T10:22:00Z,2026-08-10
o-003124,c-0746,2402.50,completed,BR,2026-08-03T05:46:00Z,2026-08-03
o-003125,c-1217,89.87,cancelled,BR,2026-07-03T03:02:00Z,2026-07-04
o-003126,c-1289,1751.09,pending,BR,2026-08-16T19:06:00Z,2026-08-16
o-003127,c-0205,2377.85,cancelled,BR,2026-07-21T16:24:00Z,2026-07-21
o-003128,c-1231,2465.77,completed,BR,2026-07-04T09:45:00Z,2026-07-05
o-003129,c-1397,975.72,completed,BR,2026-06-14T05:40:00Z,2026-06-14
o-003130,c-0832,1794.13,completed,BR,2026-06-21T10:52:00Z,2026-06-22
o-003131,c-1431,2351.54,completed,BR,2026-05-23T02:42:00Z,2026-05-23
o-003132,c-0374,1097.15,completed,BR,2026-08-03T11:55:00Z,2026-08-03
o-003133,c-0022,398.98,completed,BR,2026-08-20T01:05:00Z,2026-08-21
o-003134,c-0228,846.47,pending,BR,2026-06-15T11:51:00Z,2026-06-16
o-003135,c-0902,1586.12,completed,BR,2026-05-27T14:18:00Z,2026-05-27
o-003136,c-1958,2087.71,completed,BR,2026-07-18T22:12:00Z,2026-07-18
o-003137,c-0950,1489.43,completed,BR,2026-07-07T22:47:00Z,2026-07-08
o-003138,c-1319,74.99,completed,BR,2026-05-31T01:00:00Z,2026-06-01
o-003139,c-0590,2393.69,completed,BR,2026-06-30T23:00:00Z,2026-06-30
o-003140,c-1414,2243.67,completed,BR,2026-06-27T11:08:00Z,2026-06-27
o-003141,c-1799,540.21,completed,BR,2026-08-09T22:48:00Z,2026-08-10
o-003142,c-0132,184.66,completed,BR,2026-08-09T03:14:00Z,2026-08-10
o-003143,c-1804,1540.36,pending,BR,2026-07-31T11:22:00Z,2026-07-31
o-003144,c-1863,937.63,completed,BR,2026-06-10T01:23:00Z,2026-06-11
o-003145,c-0145,87.98,completed,BR,2026-07-24T18:36:00Z,2026-07-24
o-003146,c-1320,52.96,completed,BR,2026-08-01T01:04:00Z,2026-08-02
o-003147,c-1469,1100.88,completed,BR,2026-08-20T07:30:00Z,2026-08-21
o-003148,c-1423,1702.14,completed,BR,2026-06-19T21:12:00Z,2026-06-20
o-003149,c-0629,1454.73,cancelled,BR,2026-07-09T07:01:00Z,2026-07-09
o-003150,c-0805,1229.49,completed,BR,2026-06-12T10:20:00Z,2026-06-12
o-003151,c-0447,405.90,completed,BR,2026-05-24T02:31:00Z,2026-05-24
o-003152,c-0778,786.19,completed,BR,2026-07-12T05:18:00Z,2026-07-12
o-003153,c-0941,1345.41,completed,BR,2026-05-30T20:11:00Z,2026-05-30
o-003154,c-0449,1974.25,completed,BR,2026-06-04T02:00:00Z,2026-06-04
o-003155,c-1171,104.39,pending,BR,2026-07-15T21:02:00Z,2026-07-16
o-003156,c-0501,19.02,pending,BR,2026-07-31T17:58:00Z,2026-08-01
o-003157,c-1046,636.93,completed,BR,2026-06-06T02:24:00Z,2026-06-07
o-003158,c-0910,553.76,completed,BR,2026-05-23T09:57:00Z,2026-05-24
o-003159,c-1962,2438.31,cancelled,BR,2026-07-04T18:35:00Z,2026-07-05
o-003160,c-0663,2143.74,pending,BR,2026-06-03T05:37:00Z,2026-06-04
o-003161,c-0639,422.88,completed,BR,2026-06-22T13:42:00Z,2026-06-22
o-003162,c-1633,26.14,completed,BR,2026-07-20T11:22:00Z,2026-07-20
o-003163,c-0160,643.31,cancelled,BR,2026-05-26T22:38:00Z,2026-05-26
o-003164,c-0003,2268.79,completed,BR,2026-07-06T05:14:00Z,2026-07-06
o-003165,c-0371,476.67,completed,BR,2026-06-13T03:41:00Z,2026-06-13
o-003166,c-0139,884.67,cancelled,BR,2026-06-07T16:36:00Z,2026-06-08
o-003167,c-1481,15.67,completed,BR,2026-06-04T13:06:00Z,2026-06-04
o-003168,c-1031,1094.14,completed,BR,2026-07-04T17:35:00Z,2026-07-04
o-003169,c-1496,1473.41,completed,BR,2026-07-21T22:30:00Z,2026-07-21
o-003170,c-1442,1728.38,completed,BR,2026-07-28T01:45:00Z,2026-07-28
o-003171,c-1537,2481.08,completed,BR,2026-06-22T15:34:00Z,2026-06-22
o-003172,c-0138,1370.98,completed,BR,2026-06-11T16:58:00Z,2026-06-12
o-003173,c-1842,435.08,completed,BR,2026-07-04T09:55:00Z,2026-07-04
o-003174,c-1347,244.46,completed,BR,2026-06-13T23:48:00Z,2026-06-14
o-003175,c-0333,8.04,completed,BR,2026-06-19T19:18:00Z,2026-06-19
o-003176,c-1281,2316.92,cancelled,BR,2026-06-09T21:09:00Z,2026-06-09
o-003177,c-0517,226.26,completed,BR,2026-06-27T20:13:00Z,2026-06-27
o-003178,c-1894,1874.52,completed,BR,2026-06-06T02:26:00Z,2026-06-07
o-003179,c-1183,1508.10,completed,BR,2026-05-24T21:08:00Z,2026-05-24
o-003180,c-0262,95.11,completed,BR,2026-05-29T08:59:00Z,2026-05-29
o-003181,c-0449,2131.68,completed,BR,2026-07-18T15:22:00Z,2026-07-18
o-003182,c-1425,2190.15,completed,BR,2026-06-16T01:57:00Z,2026-06-16
o-003183,c-1031,238.37,completed,BR,2026-05-29T13:16:00Z,2026-05-30
o-003184,c-0404,12.20,cancelled,BR,2026-05-30T11:45:00Z,2026-05-30
o-003185,c-1915,2071.30,completed,BR,2026-07-07T12:57:00Z,2026-07-07
o-003186,c-1252,1345.49,completed,BR,2026-06-01T21:01:00Z,2026-06-01
o-003187,c-1226,228.70,completed,BR,2026-08-18T23:04:00Z,2026-08-19
o-003188,c-0612,948.41,completed,BR,2026-06-12T18:47:00Z,2026-06-12
o-003189,c-0245,2360.56,completed,BR,2026-06-23T23:34:00Z,2026-06-24
o-003190,c-0137,1552.12,completed,BR,2026-06-11T18:05:00Z,2026-06-11
o-003191,c-1923,300.70,completed,BR,2026-07-26T01:23:00Z,2026-07-27
o-003192,c-1142,2212.57,cancelled,BR,2026-07-15T12:29:00Z,2026-07-15
o-003193,c-0785,588.50,completed,BR,2026-06-11T02:36:00Z,2026-06-12
o-003194,c-0742,907.37,completed,BR,2026-06-28T08:19:00Z,2026-06-28
o-003195,c-0904,2413.45,completed,BR,2026-06-17T21:19:00Z,2026-06-17
o-003196,c-1469,565.68,completed,BR,2026-05-24T09:41:00Z,2026-05-25
o-003197,c-0343,1136.77,completed,BR,2026-06-13T12:08:00Z,2026-06-14
o-003198,c-1807,2085.89,completed,BR,2026-06-10T08:13:00Z,2026-06-11
o-003199,c-1363,347.93,pending,BR,2026-07-05T20:35:00Z,2026-07-06
o-003200,c-0546,1685.40,completed,BR,2026-07-27T16:40:00Z,2026-07-27
o-003201,c-1094,1838.71,cancelled,BR,2026-08-07T21:39:00Z,2026-08-07
o-003202,c-1516,1558.82,completed,BR,2026-08-12T07:46:00Z,2026-08-13
o-003203,c-1859,2052.55,completed,BR,2026-08-07T18:43:00Z,2026-08-08
o-003204,c-0540,555.40,completed,BR,2026-06-22T04:46:00Z,2026-06-23
o-003205,c-1940,1155.03,cancelled,BR,2026-07-08T21:03:00Z,2026-07-09
o-003206,c-1089,593.45,completed,BR,2026-06-17T01:51:00Z,2026-06-17
o-003207,c-0159,201.32,pending,BR,2026-08-16T16:31:00Z,2026-08-17
o-003208,c-0058,937.79,completed,BR,2026-07-09T14:49:00Z,2026-07-10
o-003209,c-1877,1726.12,completed,BR,2026-07-25T10:50:00Z,2026-07-26
o-003210,c-0823,1469.13,pending,BR,2026-06-26T23:49:00Z,2026-06-27
o-003211,c-1940,502.42,cancelled,BR,2026-07-17T11:36:00Z,2026-07-18
o-003212,c-1756,680.78,completed,BR,2026-08-07T16:24:00Z,2026-08-07
o-003213,c-0883,525.51,completed,BR,2026-06-02T05:21:00Z,2026-06-03
o-003214,c-0758,60.20,completed,BR,2026-05-24T18:21:00Z,2026-05-25
o-003215,c-1041,223.41,completed,BR,2026-07-13T19:09:00Z,2026-07-14
o-003216,c-1611,2350.18,completed,BR,2026-07-12T09:54:00Z,2026-07-13
o-003217,c-0373,286.54,cancelled,BR,2026-05-24T14:55:00Z,2026-05-25
o-003218,c-0280,602.80,pending,BR,2026-08-06T03:17:00Z,2026-08-06
o-003219,c-0789,310.74,pending,BR,2026-05-29T21:16:00Z,2026-05-29
o-003220,c-0508,1982.63,completed,BR,2026-07-15T03:19:00Z,2026-07-16
o-003221,c-1815,775.82,completed,BR,2026-05-30T14:36:00Z,2026-05-31
o-003222,c-0451,1646.17,completed,BR,2026-06-05T21:57:00Z,2026-06-05
o-003223,c-0062,1337.72,completed,BR,2026-06-07T15:33:00Z,2026-06-08
o-003224,c-1884,421.70,cancelled,BR,2026-06-02T11:46:00Z,2026-06-03
o-003225,c-0190,2290.79,completed,BR,2026-07-02T05:13:00Z,2026-07-03
o-003226,c-1671,2423.81,completed,BR,2026-06-14T13:56:00Z,2026-06-15
o-003227,c-0532,671.31,completed,BR,2026-08-17T15:03:00Z,2026-08-17
o-003228,c-1019,489.02,cancelled,BR,2026-08-13T21:01:00Z,2026-08-14
o-003229,c-1632,856.89,pending,BR,2026-06-10T07:57:00Z,2026-06-11
o-003230,c-0948,1135.15,completed,BR,2026-07-13T21:20:00Z,2026-07-14
o-003231,c-0386,491.47,completed,BR,2026-06-27T01:41:00Z,2026-06-27
o-003232,c-1895,1909.16,completed,BR,2026-06-11T14:59:00Z,2026-06-11
o-003233,c-0051,2319.29,completed,BR,2026-08-14T16:42:00Z,2026-08-14
o-003234,c-0075,68.17,completed,BR,2026-08-18T05:46:00Z,2026-08-18
o-003235,c-0135,776.43,completed,BR,2026-08-15T06:07:00Z,2026-08-16
o-003236,c-0055,1512.52,completed,BR,2026-08-04T22:50:00Z,2026-08-04
o-003237,c-1576,2296.59,pending,BR,2026-07-29T20:44:00Z,2026-07-29
o-003238,c-1013,2483.67,cancelled,BR,2026-06-17T03:12:00Z,2026-06-18
o-003239,c-1275,867.93,completed,BR,2026-07-28T12:11:00Z,2026-07-28
o-003240,c-1231,1613.96,completed,BR,2026-08-11T15:50:00Z,2026-08-11
o-003241,c-0705,323.91,completed,BR,2026-08-09T11:52:00Z,2026-08-09
o-003242,c-1863,590.41,completed,BR,2026-08-12T22:49:00Z,2026-08-13
o-003243,c-0465,1749.78,completed,BR,2026-07-28T19:38:00Z,2026-07-28
o-003244,c-0003,721.89,pending,BR,2026-08-19T22:53:00Z,2026-08-19
o-003245,c-1602,888.33,completed,BR,2026-07-16T13:05:00Z,2026-07-17
o-003246,c-1991,91.72,completed,BR,2026-05-29T17:29:00Z,2026-05-29
o-003247,c-1048,472.66,completed,BR,2026-06-07T16:51:00Z,2026-06-07
o-003248,c-1700,2134.58,completed,BR,2026-06-04T00:31:00Z,2026-06-04
o-003249,c-0320,994.08,completed,BR,2026-08-01T07:57:00Z,2026-08-01
o-003250,c-1447,228.65,pending,BR,2026-08-16T20:27:00Z,2026-08-17
o-003251,c-1094,2149.53,pending,BR,2026-07-23T06:20:00Z,2026-07-24
o-003252,c-1544,660.33,completed,BR,2026-06-19T22:09:00Z,2026-06-19
o-003253,c-1951,407.66,completed,BR,2026-05-25T20:06:00Z,2026-05-26
o-003254,c-0520,2492.86,completed,BR,2026-08-16T23:36:00Z,2026-08-16
o-003255,c-1470,2040.14,cancelled,BR,2026-08-11T05:11:00Z,2026-08-12
o-003256,c-0830,147.61,completed,BR,2026-08-10T10:13:00Z,2026-08-11
o-003257,c-1344,128.03,completed,BR,2026-08-12T23:30:00Z,2026-08-12
o-003258,c-0137,2138.43,completed,BR,2026-05-30T08:25:00Z,2026-05-31
o-003259,c-0565,265.83,completed,BR,2026-07-24T21:20:00Z,2026-07-24
o-003260,c-1755,1399.43,completed,BR,2026-06-07T20:35:00Z,2026-06-08
o-003261,c-0305,38.81,completed,BR,2026-06-20T12:11:00Z,2026-06-21
o-003262,c-1354,148.04,pending,BR,2026-08-15T12:14:00Z,2026-08-16
o-003263,c-1346,916.61,completed,BR,2026-06-27T15:02:00Z,2026-06-28
o-003264,c-0653,632.31,completed,BR,2026-06-14T20:42:00Z,2026-06-14
o-003265,c-0755,220.76,cancelled,BR,2026-06-26T02:04:00Z,2026-06-27
o-003266,c-0676,1073.52,completed,BR,2026-08-16T02:36:00Z,2026-08-17
o-003267,c-1214,2461.99,completed,BR,2026-07-19T17:31:00Z,2026-07-20
o-003268,c-1649,466.23,completed,BR,2026-05-23T04:01:00Z,2026-05-24
o-003269,c-0346,1089.32,completed,BR,2026-05-24T02:39:00Z,2026-05-25
o-003270,c-0197,344.21,completed,BR,2026-06-11T09:04:00Z,2026-06-11
o-003271,c-1171,612.91,completed,BR,2026-08-10T12:29:00Z,2026-08-11
o-003272,c-0832,95.66,cancelled,BR,2026-07-22T06:04:00Z,2026-07-22
o-003273,c-0874,1228.92,completed,BR,2026-06-02T19:49:00Z,2026-06-02
o-003274,c-0271,1097.43,completed,BR,2026-05-26T14:21:00Z,2026-05-27
o-003275,c-1329,1364.02,completed,BR,2026-08-12T06:40:00Z,2026-08-13
o-003276,c-0416,292.64,completed,BR,2026-07-10T10:19:00Z,2026-07-10
o-003277,c-0064,2384.76,completed,BR,2026-08-05T20:21:00Z,2026-08-05
o-003278,c-0478,316.10,completed,BR,2026-06-07T18:04:00Z,2026-06-08
o-003279,c-1725,63.68,completed,BR,2026-07-10T08:18:00Z,2026-07-11
o-003280,c-1638,2304.54,completed,BR,2026-05-29T00:08:00Z,2026-05-30
o-003281,c-1983,1405.35,completed,BR,2026-07-01T17:42:00Z,2026-07-02
o-003282,c-1017,1005.28,completed,BR,2026-08-06T14:59:00Z,2026-08-07
o-003283,c-1813,2352.79,completed,BR,2026-06-17T12:56:00Z,2026-06-18
o-003284,c-0874,1728.11,completed,BR,2026-07-04T01:01:00Z,2026-07-05
o-003285,c-0501,885.74,completed,BR,2026-07-22T06:02:00Z,2026-07-23
o-003286,c-1997,684.64,completed,BR,2026-06-15T14:28:00Z,2026-06-15
o-003287,c-0226,2207.42,completed,BR,2026-07-07T04:36:00Z,2026-07-08
o-003288,c-0457,806.14,completed,BR,2026-07-09T18:29:00Z,2026-07-09
o-003289,c-0368,923.18,completed,BR,2026-07-29T05:29:00Z,2026-07-30
o-003290,c-1382,519.89,completed,BR,2026-06-02T10:39:00Z,2026-06-03
o-003291,c-1877,1313.68,pending,BR,2026-08-03T10:39:00Z,2026-08-04
o-003292,c-0715,2306.90,completed,BR,2026-07-17T07:19:00Z,2026-07-18
o-003293,c-1544,658.00,cancelled,BR,2026-06-29T23:14:00Z,2026-06-30
o-003294,c-1453,647.21,completed,BR,2026-07-01T19:07:00Z,2026-07-02
o-003295,c-1167,2320.37,completed,BR,2026-08-08T07:53:00Z,2026-08-09
o-003296,c-0565,1447.91,completed,BR,2026-08-04T08:56:00Z,2026-08-05
o-003297,c-0541,47.85,pending,BR,2026-08-15T22:35:00Z,2026-08-15
o-003298,c-0300,565.20,completed,BR,2026-07-26T13:08:00Z,2026-07-27
o-003299,c-1482,2338.27,cancelled,BR,2026-08-16T17:41:00Z,2026-08-17
o-003300,c-0205,626.70,completed,BR,2026-05-24T18:28:00Z,2026-05-24
o-003301,c-0126,1729.72,completed,BR,2026-07-23T01:30:00Z,2026-07-24
o-003302,c-0618,2248.60,completed,BR,2026-06-16T09:40:00Z,2026-06-17
o-003303,c-0759,845.01,pending,BR,2026-06-08T04:02:00Z,2026-06-08
o-003304,c-0021,112.06,completed,BR,2026-07-17T09:24:00Z,2026-07-17
o-003305,c-0304,1810.22,completed,BR,2026-05-29T00:09:00Z,2026-05-30
o-003306,c-0219,345.22,completed,BR,2026-07-21T10:54:00Z,2026-07-22
o-003307,c-1771,893.82,completed,BR,2026-07-12T06:21:00Z,2026-07-13
o-003308,c-1287,1695.46,completed,BR,2026-05-23T17:27:00Z,2026-05-23
o-003309,c-1890,1436.29,completed,BR,2026-05-31T08:45:00Z,2026-06-01
o-003310,c-1132,749.37,completed,BR,2026-07-03T12:24:00Z,2026-07-03
o-003311,c-0174,185.84,cancelled,BR,2026-08-01T11:03:00Z,2026-08-01
o-003312,c-0608,2226.17,completed,BR,2026-07-14T05:59:00Z,2026-07-14
o-003313,c-0069,2145.65,completed,BR,2026-07-20T09:11:00Z,2026-07-21
o-003314,c-0833,523.74,completed,BR,2026-06-30T07:42:00Z,2026-07-01
o-003315,c-1463,1450.72,completed,BR,2026-08-19T21:51:00Z,2026-08-20
o-003316,c-1601,2054.78,pending,BR,2026-05-27T17:50:00Z,2026-05-28
o-003317,c-1456,1771.08,completed,BR,2026-06-27T12:48:00Z,2026-06-27
o-003318,c-0314,2215.87,completed,BR,2026-08-13T21:31:00Z,2026-08-14
o-003319,c-1822,718.69,completed,BR,2026-06-16T01:19:00Z,2026-06-16
o-003320,c-1724,799.75,completed,BR,2026-07-30T11:03:00Z,2026-07-30
o-003321,c-0332,2038.59,completed,BR,2026-06-27T13:25:00Z,2026-06-28
o-003322,c-0372,1123.90,completed,BR,2026-06-12T06:12:00Z,2026-06-12
o-003323,c-1066,2485.07,completed,BR,2026-06-21T00:08:00Z,2026-06-21
o-003324,c-0276,828.82,completed,BR,2026-06-05T06:13:00Z,2026-06-05
o-003325,c-0471,59.81,completed,BR,2026-07-14T14:28:00Z,2026-07-14
o-003326,c-1504,1732.18,completed,BR,2026-07-16T14:23:00Z,2026-07-16
o-003327,c-0897,2140.48,completed,BR,2026-07-23T19:39:00Z,2026-07-24
o-003328,c-1538,2035.51,completed,BR,2026-05-30T05:17:00Z,2026-05-31
o-003329,c-0432,144.84,cancelled,BR,2026-06-14T07:47:00Z,2026-06-15
o-003330,c-1672,1221.65,completed,BR,2026-06-19T08:45:00Z,2026-06-19
o-003331,c-0096,322.00,completed,BR,2026-05-31T18:51:00Z,2026-05-31
o-003332,c-0187,1138.28,completed,BR,2026-06-12T21:51:00Z,2026-06-12
o-003333,c-0600,135.04,completed,BR,2026-07-18T23:26:00Z,2026-07-19
o-003334,c-1353,2208.33,completed,BR,2026-06-05T15:41:00Z,2026-06-06
o-003335,c-0658,2062.98,completed,BR,2026-08-10T19:59:00Z,2026-08-10
o-003336,c-1896,662.96,completed,BR,2026-08-12T17:14:00Z,2026-08-13
o-003337,c-0316,1972.61,completed,BR,2026-06-10T10:32:00Z,2026-06-10
o-003338,c-0369,393.10,completed,BR,2026-08-05T22:21:00Z,2026-08-06
o-003339,c-0808,1896.83,completed,BR,2026-06-24T16:46:00Z,2026-06-24
o-003340,c-1940,622.28,completed,BR,2026-06-16T14:36:00Z,2026-06-16
o-003341,c-1627,469.84,completed,BR,2026-06-03T01:07:00Z,2026-06-04
o-003342,c-1979,1286.21,completed,BR,2026-07-06T22:35:00Z,2026-07-07
o-003343,c-1654,2295.94,completed,BR,2026-08-16T02:29:00Z,2026-08-16
o-003344,c-1768,2061.83,completed,BR,2026-05-27T20:59:00Z,2026-05-27
o-003345,c-1226,381.87,completed,BR,2026-08-10T19:16:00Z,2026-08-11
o-003346,c-0365,1497.45,pending,BR,2026-06-06T15:06:00Z,2026-06-06
o-003347,c-0360,359.55,completed,BR,2026-07-11T23:16:00Z,2026-07-11
o-003348,c-0452,1396.10,completed,BR,2026-05-25T11:54:00Z,2026-05-26
o-003349,c-0307,365.13,completed,BR,2026-07-10T21:20:00Z,2026-07-11
o-003350,c-1211,2198.28,completed,BR,2026-06-16T06:47:00Z,2026-06-16
o-003351,c-1418,1351.25,completed,BR,2026-06-29T09:19:00Z,2026-06-30
o-003352,c-1797,2262.58,completed,BR,2026-07-26T16:31:00Z,2026-07-27
o-003353,c-0025,681.05,completed,BR,2026-06-13T00:55:00Z,2026-06-14
o-003354,c-1258,1709.38,pending,BR,2026-08-18T11:04:00Z,2026-08-19
o-003355,c-0389,1971.12,completed,BR,2026-06-24T19:44:00Z,2026-06-24
o-003356,c-0814,1070.71,completed,BR,2026-06-12T19:47:00Z,2026-06-13
o-003357,c-0849,586.76,completed,BR,2026-07-25T15:20:00Z,2026-07-25
o-003358,c-0328,2280.56,completed,BR,2026-05-25T13:05:00Z,2026-05-26
o-003359,c-0716,1359.13,completed,BR,2026-08-08T04:01:00Z,2026-08-09
o-003360,c-1173,1814.19,completed,BR,2026-08-06T09:07:00Z,2026-08-06
o-003361,c-0661,2310.53,cancelled,BR,2026-07-14T06:02:00Z,2026-07-14
o-003362,c-1212,797.78,pending,BR,2026-08-20T18:25:00Z,2026-08-20
o-003363,c-0893,614.69,completed,BR,2026-06-11T20:26:00Z,2026-06-11
o-003364,c-1694,1557.95,completed,BR,2026-06-15T01:27:00Z,2026-06-16
